AvgSpeed,MaxSpeed,MinSpeed,AvgThrottle,MaxThrottle,BrakePercentage,DRSPercentage,AvgRPM,MaxRPM,AvgGear,CorneringSpeed
150.9466418060019,278.0,0.0,45.622650679620236,100.0,27.37819025522042,0.0,9782.05635620322,12267.0,3.4361948955916475,87.00562496
120.38340790866533,220.0,54.0,28.888590438809498,100.0,32.59521700620018,0.0,9420.743514916878,12248.0,2.3755535872453497,68.0
127.67045359535567,232.0,58.0,34.48026237607441,100.0,34.25309229305423,0.0,9476.80469240184,12712.0,2.605137963843958,68.0
119.16130287056069,268.39000064,51.0,30.30161804734323,100.0,23.382226056945644,0.0,9308.723067578105,12796.0,2.3114754098360657,67.0
192.3688520786222,295.0,79.0,61.72779337043066,100.0,24.362606232294617,0.0,10502.629683108158,12385.0,4.470254957507082,106.8918484480304
193.66868073758408,298.0,80.0,63.305016879460965,100.0,25.71022727272727,0.0,10502.995328150324,12173.0,4.536931818181818,108.86874869333333
193.67386826266596,299.0,79.0,60.953179799907254,100.0,25.073313782991203,0.0,10383.300319197413,12137.0,4.617302052785924,106.0
193.7861262788864,299.0,78.0,61.27950832544647,100.0,23.680456490727533,0.0,10327.961069035924,12060.0,4.686162624821684,107.0
195.66665532002375,300.0,80.0,61.827005613647756,100.0,21.27659574468085,0.0,10320.525577457547,12105.0,4.753191489361702,105.750997504
193.69094328995325,300.0,79.0,61.231190995514325,100.0,23.021582733812952,0.0,10357.90868773046,12368.0,4.670503597122302,107.41999945142858
196.09931181758122,300.0,77.0,63.94726951147863,100.0,23.54609929078014,0.0,10384.7372000052,12106.0,4.723404255319149,107.4
193.02561754959652,299.0,79.0,61.71148035882843,100.0,22.076023391812864,0.0,10302.806454100988,12002.0,4.691520467836257,105.83859416794506
191.03939733482298,300.0,75.0,62.897748484918196,100.0,22.49637155297533,0.0,10311.18982423237,12338.0,4.611030478955008,103.36499968000001
189.9226767710595,299.0,72.0,61.201075795731235,100.0,23.741007194244602,0.0,10261.774785762931,12427.0,4.597122302158273,102.34135287403446
189.897297782385,300.0,71.0,59.671687049307934,100.0,24.028776978417266,0.0,10335.414300868093,12291.0,4.551079136690648,101.42666666666668
190.10577867573994,300.0,71.0,61.33859748235059,100.0,24.005681818181817,0.0,10301.688499406102,12360.0,4.578125,99.0
189.87331859560007,299.0,77.0,60.564925123821745,100.0,24.022346368715084,0.0,10307.655946175664,12090.0,4.537709497206704,99.5
191.65725550938984,300.0,75.0,61.83653409523409,100.0,24.963924963924963,0.0,10378.61081973762,12536.0,4.5772005772005775,101.07038395076924
181.38692810732732,304.0,73.0,56.7585737188062,100.0,26.39455782312925,0.0,10199.336281926899,12326.0,4.291156462585034,90.0
153.67224906365342,287.0,0.0,56.07874844810571,100.0,25.17241379310345,0.0,9745.80385537345,12426.0,3.5448275862068965,80.0
205.33805045771697,304.0,90.0,66.3513289099993,100.0,23.43987823439878,0.0,10632.427160156805,11960.0,4.922374429223744,119.678999296
209.94561549552034,305.0,93.0,68.29350551947564,100.0,22.55054432348367,0.0,10544.061333594937,12186.0,5.115085536547434,123.14999936000001
213.19150536311554,305.0,94.0,70.25057417214869,100.0,19.96879875195008,0.0,10607.99323237658,11996.0,5.226209048361935,125.37499626666667
212.0307859913299,306.0,94.0,69.27197970241448,100.0,20.033112582781456,0.0,10491.698217106441,12207.0,5.251655629139073,123.84250112
212.30022645006102,306.0,97.0,66.96942060060627,100.0,19.448946515397083,0.0,10532.521676463068,12085.0,5.215559157212318,127.96666709333333
214.52443338264501,308.0,96.0,69.99156626135014,100.0,21.06969205834684,0.0,10586.390512727412,12009.0,5.2609400324149105,129.62889329777778
216.22708598743029,309.0,95.0,71.86120851934375,100.0,18.849840255591054,0.0,10643.336698303416,12131.0,5.319488817891374,133.69285881904761
218.82658140666018,308.0,97.0,73.26955865219844,100.0,17.20257234726688,0.0,10623.424616425265,12135.0,5.414790996784566,131.42550432
216.94052225389188,308.0,98.0,72.25821277088049,100.0,20.16260162601626,0.0,10529.019552390298,12008.0,5.380487804878049,130.0
216.17251622040874,308.0,99.0,71.67890859837897,100.0,18.58974358974359,0.0,10592.983676833457,12014.0,5.336538461538462,130.33
216.95001306287733,309.0,96.0,71.18585747863705,100.0,19.391025641025642,0.0,10584.298348430306,12036.0,5.365384615384615,128.22
216.17691694766418,307.0,99.0,71.94431744320732,100.0,17.384370015948964,0.0,10558.91556000773,11984.0,5.368421052631579,128.87399577600002
217.14057161818013,307.0,91.0,71.59590768034877,100.0,18.225806451612904,0.0,10587.700066639882,12092.0,5.364516129032258,131.93500032
217.7593476610727,308.0,98.0,70.9610960196554,100.0,18.962722852512158,0.0,10607.707062205067,12115.0,5.387358184764992,129.17715596173264
217.06406117586835,308.0,96.0,71.32098530155679,100.0,18.124006359300477,0.0,10543.226528674408,11947.0,5.402225755166931,127.69930805624779
217.89080091870684,308.0,98.0,71.83607642551925,100.0,17.475728155339805,0.0,10628.482277176861,12136.0,5.372168284789644,128.87875104
217.0722640757005,309.0,96.0,70.94870057227705,100.0,18.387096774193548,0.0,10580.992734029736,12037.0,5.377419354838709,130.956
