AirTemp,TrackTemp,Humidity,WindSpeed,Rainfall
18.2,23.8,49.0,1.5,False
18.3,23.8,49.0,1.1,False
18.3,23.8,49.0,1.5,False
18.3,23.7,49.0,0.9,False
18.3,23.5,50.0,1.5,False
18.3,23.5,50.0,1.1,False
18.3,23.5,50.0,0.5,False
18.2,23.7,50.0,1.1,False
18.2,23.5,50.0,0.4,False
18.2,23.5,50.0,0.5,False
18.2,23.5,50.0,0.5,False
18.2,23.5,50.0,0.5,False
18.3,23.5,50.0,0.4,False
18.2,23.4,50.0,1.0,False
18.1,23.5,50.0,0.4,False
18.1,23.2,50.0,0.4,False
18.1,23.3,50.0,0.3,False
18.1,23.4,50.0,0.4,False
18.1,23.3,50.0,0.5,False
18.1,23.3,50.0,0.6,False
18.1,23.1,50.0,0.5,False
18.1,23.2,50.0,0.5,False
18.1,23.2,50.0,0.9,False
18.1,23.0,50.0,0.3,False
18.1,23.0,49.0,0.9,False
18.1,22.9,49.0,0.7,False
18.1,22.9,49.0,0.0,False
18.1,22.9,49.0,0.0,False
18.1,22.8,49.0,0.8,False
18.0,22.8,49.0,0.6,False
18.0,22.6,49.0,0.8,False
18.0,22.7,49.0,0.5,False
18.0,22.7,49.0,0.8,False
18.0,22.7,49.0,0.7,False
17.9,22.7,49.0,0.0,False
18.0,22.6,49.0,0.7,False
18.0,22.6,50.0,0.7,False
17.9,22.5,50.0,0.4,False
17.9,22.6,50.0,0.8,False
17.9,22.4,50.0,1.0,False
17.9,22.4,50.0,0.4,False
17.9,22.4,50.0,0.4,False
17.9,22.4,50.0,0.0,False
17.9,22.2,50.0,0.6,False
17.9,22.2,50.0,0.4,False
17.8,22.1,51.0,0.5,False
17.8,22.0,51.0,0.3,False
17.8,21.9,51.0,0.7,False
17.7,22.0,51.0,0.0,False
17.7,22.0,51.0,0.4,False
17.7,21.9,51.0,0.0,False
17.6,22.0,51.0,0.4,False
17.6,21.9,51.0,0.4,False
17.6,21.9,51.0,0.0,False
17.6,21.9,51.0,0.3,False
17.6,21.9,51.0,0.0,False
17.6,21.9,51.0,0.4,False
